P0,P1,P2,P3,P4
PRIVATE LABEL,8839999817103,0.375,STRAWBERRY BANANA,NONFAT
PRIVATE LABEL,8839999816743,1.125,STRAWBERRY BANANA,LOW FAT
PRIVATE LABEL,8839999815645,2,STRAWBERRY BANANA,LOW FAT
PRIVATE LABEL,8839999816305,2,STRAWBERRY BANANA,LOW FAT
PRIVATE LABEL,8839999817047,2,STRAWBERRY BANANA,LOW FAT
PRIVATE LABEL,8839999815590,0.5,STRAWBERRY BANANA,LOW FAT
PRIVATE LABEL,8839999815646,0.5,STRAWBERRY BANANA,LOW FAT
PRIVATE LABEL,8839999815793,0.5,STRAWBERRY BANANA,LOW FAT
PRIVATE LABEL,8839999816254,0.5,STRAWBERRY BANANA,LOW FAT
PRIVATE LABEL,8839999815647,0.5,STRAWBERRY BANANA,NONFAT
PRIVATE LABEL,8839999815878,0.5,STRAWBERRY BANANA,NONFAT
PRIVATE LABEL,8839999815920,0.5,STRAWBERRY BANANA,NONFAT
PRIVATE LABEL,8839999817168,0.5,STRAWBERRY BANANA,NONFAT
PRIVATE LABEL,8839999816207,1.5,STRAWBERRY BANANA,NONFAT
PRIVATE LABEL,8839999816267,1,STRAWBERRY BANANA,1% MILKFAT
PRIVATE LABEL,8839999816268,1,TRIPLE CHERRY,MISSING
PRIVATE LABEL,8839999816704,0.375,TROPICAL,1% MILKFAT
PRIVATE LABEL,8839999815554,0.375,VANILLA,LOW FAT
PRIVATE LABEL,8839999815866,0.375,VANILLA,1% MILKFAT
PRIVATE LABEL,8839999816056,0.375,VANILLA,NONFAT
PRIVATE LABEL,8839999816216,0.375,VANILLA,LOW FAT
PRIVATE LABEL,8839999816225,0.375,VANILLA,1% MILKFAT
PRIVATE LABEL,8839999816706,0.375,VANILLA,.5% MILKFAT
PRIVATE LABEL,8839999816652,1.6875,VANILLA,LOW FAT
PRIVATE LABEL,8839999816544,2,VANILLA,NONFAT
PRIVATE LABEL,8839999816896,2,VANILLA,FAT FREE
PRIVATE LABEL,8839999815648,0.375,VANILLA,FAT FREE
PRIVATE LABEL,8839999815649,1,VANILLA,LOW FAT
PRIVATE LABEL,8839999815551,2,VANILLA,LOW FAT
PRIVATE LABEL,8839999815738,2,VANILLA,LOW FAT
PRIVATE LABEL,8839999816208,2,VANILLA,LOW FAT
PRIVATE LABEL,8839999816547,2,VANILLA,LOW FAT
PRIVATE LABEL,8839999817104,2,VANILLA,LOW FAT
PRIVATE LABEL,8839999817159,2,VANILLA,LOW FAT
PRIVATE LABEL,8839999815650,0.5,VANILLA,LOW FAT
PRIVATE LABEL,8839999815921,0.5,VANILLA,LOW FAT
PRIVATE LABEL,8839999816306,0.5,VANILLA,LOW FAT
PRIVATE LABEL,8839999816969,0.5,VANILLA,LOW FAT
PRIVATE LABEL,8839999815771,1.5,VANILLA,LOW FAT
PRIVATE LABEL,8839999816707,1.5,VANILLA,LOW FAT
PRIVATE LABEL,8839999815922,2,VANILLA,LOW FAT
PRIVATE LABEL,8839999816968,2,VANILLA,LOW FAT
PRIVATE LABEL,8839999815772,0.375,VANILLA,LOW FAT
PRIVATE LABEL,8839999815951,0.375,VANILLA,LOW FAT
PRIVATE LABEL,8839999816128,0.375,VANILLA,LOW FAT
PRIVATE LABEL,8839999816781,0.375,VANILLA,LOW FAT
PRIVATE LABEL,8839999815889,1,VANILLA,NONFAT
PRIVATE LABEL,8839999816269,1,VANILLA,NONFAT
PRIVATE LABEL,8839999815879,2,VANILLA,NONFAT
PRIVATE LABEL,8839999815953,2,VANILLA,NONFAT
PRIVATE LABEL,8839999816307,2,VANILLA,FAT FREE
PRIVATE LABEL,8839999816642,2,VANILLA,NONFAT
PRIVATE LABEL,8839999816647,2,VANILLA,NONFAT
PRIVATE LABEL,8839999816865,2,VANILLA,FAT FREE
PRIVATE LABEL,8839999817050,2,VANILLA,NONFAT
PRIVATE LABEL,8839999817068,2,VANILLA,NONFAT
PRIVATE LABEL,8839999815651,0.5,VANILLA,NONFAT
PRIVATE LABEL,8839999815923,0.5,VANILLA,NONFAT
PRIVATE LABEL,8839999815990,0.5,VANILLA,NONFAT
PRIVATE LABEL,8839999816630,0.5,VANILLA,NONFAT
PRIVATE LABEL,8839999816866,0.5,VANILLA,FAT FREE
PRIVATE LABEL,8839999816209,1.5,VANILLA,NONFAT
PRIVATE LABEL,8839999816387,1.5,VANILLA,NONFAT
PRIVATE LABEL,8839999815552,0.375,VANILLA,NONFAT
PRIVATE LABEL,8839999815773,0.375,VANILLA,NONFAT
PRIVATE LABEL,8839999815811,0.375,VANILLA,NONFAT
PRIVATE LABEL,8839999816089,0.375,VANILLA,NONFAT
PRIVATE LABEL,8839999816561,0.375,VANILLA,NONFAT
PRIVATE LABEL,8839999816641,0.375,VANILLA,NONFAT
PRIVATE LABEL,8839999816810,0.375,VANILLA,NONFAT
PRIVATE LABEL,8839999816906,0.375,VANILLA,NONFAT
PRIVATE LABEL,8839999815954,2,VANILLA,LOW FAT
PRIVATE LABEL,8839999815713,1,VANILLA,1% MILKFAT
PRIVATE LABEL,8839999815812,2,VANILLA,LOW FAT
PRIVATE LABEL,8839999816217,2,VANILLA,LOW FAT
PRIVATE LABEL,8839999816588,2,VANILLA,LOW FAT
PRIVATE LABEL,8839999815555,0.5,VANILLA,1% MILKFAT
PRIVATE LABEL,8839999816744,0.375,VANILLA,99% FAT FREE
PRIVATE LABEL,8839999815596,0.375,VANILLA BEAN,1.5% MILKFAT
PRIVATE LABEL,8839999816057,0.375,VANILLA CRANBERRY,NONFAT
PRIVATE LABEL,8839999816710,0.375,MISSING,NONFAT
PRIVATE LABEL,8839999816777,0.375,WILD BERRY,NONFAT
PRIVATE LABEL,8839999816631,1.125,MISSING,LOW FAT
PRIVATE LABEL,8839999816867,1.125,MISSING,REGULAR
PRIVATE LABEL,8839999816550,0.375,YUMBERRY GRAPEFRUIT,NONFAT
ALPINA,01833228680,0.2938,PLAIN,LOW FAT
CACIQUE YONIQUE,0374562262,0.375,GUAVA,LOW FAT
CACIQUE YONIQUE,0374562260,0.375,MANGO,LOW FAT
CACIQUE YONIQUE,0274562272,0.375,PINA COLADA,LOW FAT
CACIQUE YONIQUE,0574562250,0.375,STRAWBERRY,LOW FAT
CACIQUE YONIQUE,0174562251,0.375,STRAWBERRY BANANA,LOW FAT
CASCADE FRESH CASCADERS,01811466125,0.625,MISSING,LOW FAT
CASCADE FRESH CASCADERS,01811466150,0.625,PEACH,LOW FAT
CASCADE FRESH CASCADERS,01811466130,0.625,RASPBERRY,LOW FAT
CASCADE FRESH CASCADERS,01811466140,0.625,STRAWBERRY,LOW FAT
COACH FARM,018674287780,0.5,STRAWBERRY,MISSING
YO GOAT,028674287778,0.5,PLAIN,MISSING
RAMS,015151123,2,PLAIN,REGULAR FAT
YOPLAIT KIDS,017047018075,1.1625,MIXED BERRY,LOW FAT
YOPLAIT KIDS,017047018073,1.1625,STRAWBERRY,LOW FAT
YOPLAIT KIDS,017047018072,1.1625,STRAWBERRY BANANA,LOW FAT
YOPLAIT LIGHT SMOOTHIE,01704701386,0.5,PEACH,NONFAT
YOPLAIT LIGHT SMOOTHIE,01704701376,0.5,STRAWBERRY,NONFAT
YOPLAIT LIGHT SMOOTHIE,01704701377,0.5,STRAWBERRY BANANA,NONFAT
YOPLAIT SMOOTHIE,01704701375,0.5,MIXED BERRY,LOW FAT
YOPLAIT SMOOTHIE,01704701372,0.5,STRAWBERRY,LOW FAT
YOPLAIT SMOOTHIE,01704701373,0.5,STRAWBERRY BANANA,MISSING
GLEN OAKS,711754420554,2,PEACH,LOW FAT
GLEN OAKS,711754420552,2,RASPBERRY,LOW FAT
GLEN OAKS,711754420550,2,STRAWBERRY,LOW FAT
GLEN OAKS,711754420551,2,STRAWBERRY BANANA,LOW FAT
GLEN OAKS,711754420553,2,TROPICAL FRUIT,1.5% MILKFAT
GLEN OAKS,711754420555,2,VANILLA,LOW FAT
DANNON ACTIVIA,01366323634,1.4375,MIXED BERRY,LOW FAT
DANNON ACTIVIA,01366323633,1.4375,PEACH,LOW FAT
DANNON ACTIVIA,01366323631,1.4375,MISSING,LOW FAT
DANNON ACTIVIA,01366323632,1.4375,VANILLA,LOW FAT
DANNON DANACTIVE,01366323501,1.55,MISSING,MISSING
DANNON DANACTIVE,01366322506,0.775,BLUEBERRY,LOW FAT
DANNON DANACTIVE,01366322507,0.775,CRANBERRY RASPBERRY,MISSING
DANNON DANACTIVE,01366323507,0.775,PEACH,LOW FAT
DANNON DANACTIVE,01366323506,1.55,MISSING,LOW FAT
DANNON DANACTIVE,01366322503,0.775,STRAWBERRY,LOW FAT
DANNON DANACTIVE,01366322515,1.55,STRAWBERRY,MISSING
DANNON DANACTIVE,01366322724,1.55,STRAWBERRY BANANA,MISSING
DANNON DANACTIVE,02366322502,0.775,VANILLA,MISSING
DANNON DANACTIVE,01366322516,1.55,VANILLA,MISSING
DANNON DANACTIVE LIGHT,02366322511,0.775,MIXED BERRY,NONFAT
DANNON DANACTIVE LIGHT,01366323505,1.55,MISSING,NONFAT
DANNON DANIMALS,01366323645,1.1625,MISSING,LOW FAT
DANNON DANIMALS,02366323647,2.325,LIMITED EDITION,LOW FAT
DANNON DANIMALS,01366323643,1.1625,ROCKIN RASPBERRY,LOW FAT
DANNON DANIMALS,01366323659,1.1625,MISSING,LOW FAT
DANNON DANIMALS,01366323646,2.325,MISSING,LOW FAT
DANNON DANIMALS,0236632945,4.65,MISSING,MISSING
DANNON DANIMALS,0136632900,0.775,STRAWBERRY EXPLOSION,LOW FAT
DANNON DANIMALS,01366323640,1.1625,STRAWBERRY EXPLOSION,MISSING
DANNON DANIMALS,01366323642,1.1625,STRIKIN' STRAWBERYKW,LOW FAT
DANNON DANIMALS,01366323641,1.1625,SWINGIN STRAWBRY BNN,MISSING
DANNON LGHT N FT CRB CNTRL SM,0136632800,1.75,MISSING,LOW FAT
DANNON LIGHT N FIT PLUS,0336632721,1.75,MISSING,NONFAT
DANNON LIGHT N FIT PLUS,0236632723,1.75,MISSING,NONFAT
DANNON LIGHT N FIT PLUS,0236632719,1.75,STRAWBERRY,NONFAT
DANNON LIGHT N FIT PLUS,0336632720,1.75,STRAWBERRY BANANA,NONFAT
STONYFIELD FARM,02521591303,0.625,BANANA BERRY,LOW FAT
STONYFIELD FARM,01521591302,0.625,PEACH,LOW FAT
STONYFIELD FARM,01521591334,1.5,PEACH,LOW FAT
STONYFIELD FARM,01521591301,0.625,RASPBERRY,LOW FAT
STONYFIELD FARM,01521591300,0.625,STRAWBERRY,LOW FAT
STONYFIELD FARM,01521591330,1.5,STRAWBERRY,LOW FAT
STONYFIELD FARM,01521591335,1.5,STRAWBERRY BANANA,LOW FAT
STONYFIELD FARM,01521591308,0.625,VANILLA,LOW FAT
STONYFIELD FARM,01521591307,0.625,WILD BERRY,LOW FAT
STONYFIELD FARM,01521591332,1.5,WILD BERRY,LOW FAT
STONYFIELD FARM YOBABY,02521591450,1.5,BANANA,WHOLE
STONYFIELD FARM YOBABY,02521591451,1.5,PEACH,WHOLE
KEMPS YO J,01414831927,4,ORANGE AND RASPBERRY,NONFAT
KEMPS YO J,01414831805,4,STRAWBERRY,FAT FREE
KEMPS YO J,01414831928,4,STRAWBERRY & BANANA,FAT FREE
KEMPS YO J,01414832596,4,WILDBERRY,FAT FREE
EPOCA COOL,714872912007,0.6563,ORIGINAL,LOW FAT
EPOCA COOL,714872912011,0.6563,PINEAPPLE,LOW FAT
EPOCA COOL,714872912009,0.6563,PEACH,LOW FAT
EPOCA COOL,714872912005,0.6563,STRAWBERRY,LOW FAT
HEALTHY DAIRY,81279122618,0.625,MISSING,NONFAT
HEALTHY DAIRY,81279122619,0.625,PEACH,NONFAT
HEALTHY DAIRY,81279122620,0.625,STRAWBERRY,NONFAT
HEALTHY DAIRY,81279123989,0.625,STRAWBERRY BANANA,NONFAT
HEALTHY DAIRY,81279123990,0.625,TROPICAL FRUIT,NONFAT
KAROUN,719625230026,1,MINT,REGULAR FAT
HAPI,031115220076,0.7438,PLAIN,MISSING
BIOKULT,018384610303,0.6563,ORIGINAL,NONFAT
BIOKULT,018384610305,0.6563,PEACH,NONFAT
BIOKULT,028384610306,0.6563,PINA PINEAPPLE,NONFAT
BIOKULT,028384610304,0.6563,STRAWBERRY,NONFAT
FRUSION,8183038246,0.4375,BANANA BERRY,MISSING
FRUSION,8183038252,1.75,BANANA BERRY,LOW FAT
FRUSION,8183038265,1.75,BANANA BERRY W/CERLS,MISSING
FRUSION,8183038247,0.4375,PEACH PASSION FRUIT,LOW FAT
FRUSION,8183038253,1.75,PEACH PASSN FRT BLND,LOW FAT
FRUSION,8183038248,0.4375,PINA COLADA,MISSING
FRUSION,8183038266,1.75,STRAWBERRY & CEREAL,LOW FAT
FRUSION,8183038250,0.4375,STRAWBERRY,LOW FAT
FRUSION,8183038254,1.75,STRAWBERRY,MISSING
FRUSION,8183038249,0.4375,STRAWBERRY KIWI,MISSING
FRUSION,8183038267,1.75,WILD BERRIES W/CERLS,LOW FAT
FRUSION,8183038251,0.4375,WILD BERRY,LOW FAT
FRUSION,8183038255,1.75,WILD BERRY,LOW FAT
FRUSION,8183038264,2,WILD BERRY,LOW FAT
FRUSION SMOOTHIE,01366323985,0.4375,BANANA BERRY,LOW FAT
FRUSION SMOOTHIE,01366323988,0.4375,MIXED BERRY,LOW FAT
FRUSION SMOOTHIE,01366323984,0.4375,PEACH PASSION FRUIT,LOW FAT
FRUSION SMOOTHIE,01366323989,0.4375,PINA COLADA,LOW FAT
FRUSION SMOOTHIE,01366323986,0.4375,STRAWBERRY,LOW FAT
LALA,818303827,0.5625,APPLE,LOW FAT
LALA,818303828,0.5625,COCONUT,LOW FAT
LALA,818303829,0.5625,MANGO,LOW FAT
LALA,8183038272,1.75,MANGO,LOW FAT
LALA,8183038242,2,MANGO,LOW FAT
LALA,818303825,0.5063,PEACH,LOW FAT
LALA,8183038273,1.75,PEACH,LOW FAT
LALA,8183038244,2,PEACH,LOW FAT
LALA,8183038194,0.5625,PINA COLADA,MISSING
LALA,8183038240,2,PINA COLADA,LOW FAT
LALA,818303841,0.5625,MISSING,LOW FAT
LALA,818303830,0.5625,MISSING,LOW FAT
LALA,8183038274,1.575,MISSING,LOW FAT
LALA,8183038154,2,MISSING,LOW FAT
LALA,818303831,0.5625,MISSING,LOW FAT
LALA,8183038275,1.75,MISSING,MISSING
LALA,8183038153,2,MISSING,LOW FAT
LALA,818303824,0.5625,STRAWBERRY,MISSING
LALA,8183038271,1.575,STRAWBERRY,LOW FAT
LALA,8183038152,2,MISSING,LOW FAT
LALA,818303838,0.5625,STRAWBERRY BANANA,LOW FAT
LALA LIGHT,8183038118,0.5625,MANGO,NONFAT
LALA LIGHT,8183038116,0.5625,STRAWBERRY,NONFAT
LALA VIVE,8183038176,0.5625,PAPAYA ORANGE,LOW FAT
LALA VIVE,8183038172,0.5625,STRAWBERRY,LOW FAT
LA FRUTA,02170771232,2,BANANA STRAWBERRY,LOW FAT
LA FRUTA,011707711308,0.5,MANGO,LOW FAT
LA FRUTA,02170771332,2,MANGO,LOW FAT
LA FRUTA,011707711408,0.5,PINA COLADA,LOW FAT
LA FRUTA,02170771432,2,PINA COLADA,LOW FAT
LA FRUTA,021707711108,0.5,STRAWBERRY,LOW FAT
LA FRUTA,02170771132,2,STRAWBERRY,LOW FAT
LA FRUTA,021707711208,0.5,STRAWBERRY BANANA,LOW FAT
LIFEWAY,011707740008,0.5,MANGO,LOW FAT
LIFEWAY,021707711832,2,PLAIN,LOW FAT
MAEIL BIOFEEL,716544410601,0.6563,PLAIN,MISSING
EL VIAJERO BIO SALUD,01728201706,0.6563,PINEAPPLE,NONFAT
EL VIAJERO BIO SALUD,01728201704,0.6563,PEACH,NONFAT
EL VIAJERO BIO SALUD,017282017011,0.6563,PLAIN,NONFAT
EL VIAJERO BIO SALUD,01728201702,0.6563,STRAWBERRY,NONFAT
EL MEXICANO,014274312474,0.4375,MISSING,LOW FAT
EL MEXICANO,014274312472,0.4375,MISSING,MISSING
EL MEXICANO,014274312549,0.5,PEACH,LOW FAT
EL MEXICANO,024274312554,0.5,PINA COLADA,LOW FAT
EL MEXICANO,024274312531,5.25,PINA COLADA,LOW FAT
EL MEXICANO,014274312473,0.4375,MISSING,LOW FAT
EL MEXICANO,014274312470,0.4375,STRAWBERRY & CEREAL,LOW FAT
EL MEXICANO,014274312471,0.4375,MISSING,LOW FAT
EL MEXICANO,024274312551,0.5,STRAWBERRY,MISSING
EL MEXICANO,014274312530,5.25,MISSING,LOW FAT
EL MEXICANO,014274312534,5.25,STRAWBERRY BANANA,LOW FAT
EL MEXICANO SABORICO,024274312552,0.4375,GUAVA,MISSING
EL MEXICANO SABORICO,024274312553,0.4375,MANGO,MISSING
EL MEXICANO SABORICO,014274314105,2,PINA COLADA,LOW FAT
EL MEXICANO SABORICO,014274312249,0.4375,STRAWBERRY BANANA,MISSING
EL MEXICANO SABORICO,014274314107,2,STRAWBERRY BANANA,LOW FAT
ORGANIC VALLEY,0193966408,2,BERRY,LOW FAT
ORGANIC VALLEY,0193966406,2,PLAIN,LOW FAT
ORGANIC VALLEY,0193966407,2,VANILLA,LOW FAT
HILAND YOPHORIA,0172060684,0.5625,PINA COLADA,LOW FAT
HILAND YOPHORIA,0172060681,0.5625,POMEGRANTE BERRY,LOW FAT
HILAND YOPHORIA,0172060685,0.5625,PEACH PASSION,MISSING
HILAND YOPHORIA,0172060686,0.5625,STRAWBERRY & CREAM,LOW FAT
HILAND YOPHORIA,0172060682,0.5625,TROPICAL MANGO,LOW FAT
HILAND YOPHORIA,0172060683,0.5625,MISSING,LOW FAT
LA RICURA,7169087366,2,GUANABANA SOURSOP,LOW FAT
LA RICURA,7169087301,2,KUMIS,LOW FAT
LA RICURA,7169087306,2,PEACH,LOW FAT
LA RICURA,7169087304,4,PEACH,LOW FAT
LA RICURA,7169087300,2,PINA COLADA,LOW FAT
LA RICURA,7169087296,2,STRAWBERRY,LOW FAT
LA RICURA,7169087281,4,STRAWBERRY,LOW FAT
LA RICURA,7169087297,2,STRAWBERRY BANANA,LOW FAT
LA RICURA,7169087298,2,MANGO,LOW FAT
LA RICURA,7169087289,0.625,STRAWBERRY,LOW FAT
LA RICURA,7169087368,2,PARCHA MRCY PSSN FRT,LOW FAT
LA RICURA,7169087370,4,GUANABANA SOURSOP,LOW FAT
QUESO LA RICURA,7169087279,4,MANGO,LOW FAT
ROMI'S,714635511382,1,PLAIN,LOW FAT
ROMI'S,714635511384,4,PLAIN,LOW FAT
RONNYBROOK,714610414013,0.75,BLACKBERRY,MISSING
RONNYBROOK,714610414014,0.75,MANGO,LOW FAT
RONNYBROOK,714610414011,0.75,PEACH,LOW FAT
RONNYBROOK,714610414010,0.75,STRAWBERRY,LOW FAT
ABALI,0140087112,1,MINT,LOW FAT
TRADERS POINT,819595115,2,MISSING,LOW FAT
TRADERS POINT,819595110,2,PLAIN,WHOLE
TRADERS POINT,819595112,2,RASPBERRY,MISSING
TRADERS POINT,819595131,2,VANILLA,LOW FAT
TRADERS POINT,819595117,2,WILDBERRY,MISSING
YOLITA,819023724,0.5,MANGO,LOW FAT
YOLITA,819023726,4,MANGO,LOW FAT
YOLITA,819023727,4,PEACH,LOW FAT
YOLITA,819023728,4,PINA COLADA,LOW FAT
YOLITA,819023720,0.5,STRAWBERRY,LOW FAT
YOLITA,819023725,4,STRAWBERRY,LOW FAT
YOLITA,819023721,0.5,STRAWBERRY BANANA,LOW FAT
TROPICAL,01275683377,0.5,GUAVA MANGO,LOW FAT
TROPICAL,01275683382,0.5,GUAVA MANGO,NONFAT
TROPICAL,01275683374,0.5,MANGO,MISSING
TROPICAL,01275683375,0.5,PINA COLADA,MISSING
TROPICAL,01275683370,0.5,STRAWBERRY,LOW FAT
TROPICAL,01275683380,0.5,STRAWBERRY,NONFAT
TROPICAL,01275683390,0.5,STRAWBERRY,NONFAT
TROPICAL,01275683371,0.5,STRAWBERRY BANANA,MISSING
TROPICAL,01275683381,0.5,STRAWBERRY BANANA,NONFAT
TROPICAL,01275683391,0.5,STRAWBERRY BANANA,NONFAT
TROPICAL,01275683392,0.5,GUAVA MANGO,MISSING
PROMISE ACTIV SUPERSHOTS,011111523219,0.825,BLUEBERRY,LOW FAT
PROMISE ACTIV SUPERSHOTS,011111523222,0.825,MIXED BERRY,NONFAT
PROMISE ACTIV SUPERSHOTS,011111520458,0.825,STRAWBERRY,LOW FAT
PROMISE ACTIV SUPERSHOTS,011111523220,0.825,STRAWBERRY BANANA,NONFAT
WHITE COW DAIRY,8196881204,0.3438,RHUBERRY,WHOLE
YA COOL,8115721904,0.6563,PINEAPPLE,NONFAT
YA COOL,8115721903,0.6563,PEACH,NONFAT
YA COOL,8115721901,0.6563,PLAIN,NONFAT
YA COOL,8115721902,0.6563,STRAWBERRY,NONFAT
YAKULT,6199235100,0.8438,PLAIN,MISSING
PRIVATE LABEL,8839999817184,0.4375,MISSING,NONFAT
PRIVATE LABEL,8839999817195,1.375,FRUIT PUNCH,LOW FAT
PRIVATE LABEL,8839999817200,1.75,MIXED BERRY,NONFAT
PRIVATE LABEL,8839999817187,0.625,MIXED BERRY,NONFAT
PRIVATE LABEL,8839999817199,0.625,MIXED BERRY,LOW FAT
PRIVATE LABEL,8839999817196,1.375,MIXED BERRY,LOW FAT
PRIVATE LABEL,8839999817182,0.4375,MIXED BERRY,NONFAT
PRIVATE LABEL,8839999817219,0.4375,MIXED BERRY,NONFAT
PRIVATE LABEL,8839999817228,0.6875,MIXED BERRY,NONFAT
PRIVATE LABEL,8839999817201,0.625,PEACH,LOW FAT
PRIVATE LABEL,8839999817229,0.625,PEACH,NONFAT
PRIVATE LABEL,8839999817248,0.625,PEACH,MISSING
PRIVATE LABEL,8839999817181,0.4375,PEACH,NONFAT
PRIVATE LABEL,8839999817209,0.4375,PEACH,LOW FAT
PRIVATE LABEL,8839999817244,0.4375,PEACH,MISSING
PRIVATE LABEL,8839999817245,0.4375,PEACH,NONFAT
PRIVATE LABEL,8839999817230,0.6875,PEACH,NONFAT
PRIVATE LABEL,8839999817234,0.6875,PEACH PASSION FRUIT,LOW FAT
PRIVATE LABEL,8839999817185,0.4375,MISSING,NONFAT
PRIVATE LABEL,8839999817188,0.625,PEACH PASSION,NONFAT
PRIVATE LABEL,8839999817214,0.625,PEACH PASSION,LOW FAT
PRIVATE LABEL,8839999817193,1.75,PEACH PASSION,LOW FAT
PRIVATE LABEL,8839999817202,0.625,RASPBERRY,LOW FAT
PRIVATE LABEL,8839999817250,0.625,RASPBERRY,NONFAT
PRIVATE LABEL,8839999817210,0.4375,RASPBERRY,MISSING
PRIVATE LABEL,8839999817226,0.4375,RASPBERRY,LOW FAT
PRIVATE LABEL,8839999817231,0.6875,RASPBERRY,NONFAT
PRIVATE LABEL,8839999817186,0.4375,MISSING,NONFAT
PRIVATE LABEL,8839999817189,0.625,STRAWBERRY,NONFAT
PRIVATE LABEL,8839999817203,0.625,STRAWBERRY,LOW FAT
PRIVATE LABEL,8839999817224,0.625,STRAWBERRY,MISSING
PRIVATE LABEL,8839999817197,1.375,STRAWBERRY,LOW FAT
PRIVATE LABEL,8839999817211,0.4375,STRAWBERRY,LOW FAT
PRIVATE LABEL,8839999817220,0.4375,STRAWBERRY,NONFAT
PRIVATE LABEL,8839999817246,0.4375,STRAWBERRY,NONFAT
PRIVATE LABEL,8839999817232,0.6875,STRAWBERRY,NONFAT
PRIVATE LABEL,8839999817235,0.6875,STRAWBERRY,LOW FAT
PRIVATE LABEL,8839999817194,1.75,STRAWBERRY,LOW FAT
PRIVATE LABEL,8839999817204,1.75,STRAWBERRY,NONFAT
PRIVATE LABEL,8839999817205,0.625,STRAWBERRY KIWI,LOW FAT
PRIVATE LABEL,8839999817206,0.625,STRAWBERRY BANANA,LOW FAT
PRIVATE LABEL,8839999817249,0.625,STRAWBERRY BANANA,NONFAT
PRIVATE LABEL,8839999817183,0.4375,STRAWBERRY BANANA,NONFAT
PRIVATE LABEL,8839999817221,0.4375,STRAWBERRY BANANA,NONFAT
PRIVATE LABEL,8839999817236,0.6875,STRAWBERRY BANANA,LOW FAT
PRIVATE LABEL,8839999817212,0.625,WILD BERRY,LOW FAT
